url,type,name,price,minPrice,maxPrice,priceCurrency,sku,short_description,description,primaryImage,primaryImageAlt,inStock,averageRating,reviewCount,images,categories,attributes,tags
https://www.rebelsafetygear.com/product/rebel-mens-workwear-jeans-dark-blue/,variable,REBEL Men’s Workwear Jeans Dark Blue,0,0,,,Workwear Jeans,As today’s workforce demands more from their protective wear than ever before, REBEL always meets these demands with the latest in innovative safety technology, extreme comfort and distinctive style. REBEL Safety Gear has a passion for giving workers exactly what they need to get their job done.
Introducing the REBEL Men’s Workwear Denim Jeans – where style meets functionality to create the ultimate companion for your demanding workdays. Designed with meticulous attention to detail, these jeans offer a perfect fusion of comfort, durability, and classic aesthetics.,As today’s workforce demands more from their protective wear than ever before, REBEL always meets these demands with the latest in innovative safety technology, extreme comfort and distinctive style. REBEL Safety Gear has a passion for giving workers exactly what they need to get their job done.  Introducing the REBEL Men&#39;s Workwear Denim Jeans – where style meets functionality to create the ultimate companion for your demanding workdays. Designed with meticulous attention to detail, these jeans offer a perfect fusion of comfort, durability, and classic aesthetics.,https://www.rebelsafetygear.com/product/rebel-mens-workwear-jeans-dark-blue/#primaryimage,https://www.rebelsafetygear.com/product/rebel-mens-workwear-jeans-dark-blue/#primaryimage,False,,,https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_DarkBlue_Front-1-300x300.jpg 300w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_DarkBlue_Front-1-1024x1024.jpg 1024w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_DarkBlue_Front-1-150x150.jpg 150w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_DarkBlue_Front-1-768x768.jpg 768w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_DarkBlue_Front-1-1536x1536.jpg 1536w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_DarkBlue_Front-1-600x600.jpg 600w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_DarkBlue_Front-1-100x100.jpg 100w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_DarkBlue_Front-1.jpg 2000w,,,
https://www.rebelsafetygear.com/product/rebel-mens-workwear-jeans-mid-blue/,variable,REBEL Men’s Workwear Jeans Mid Blue,0,0,,,Workwear Jeans,As today’s workforce demands more from their protective wear than ever before, REBEL always meets these demands with the latest in innovative safety technology, extreme comfort and distinctive style. REBEL Safety Gear has a passion for giving workers exactly what they need to get their job done.
Introducing the REBEL Men’s Workwear Denim Jeans – where style meets functionality to create the ultimate companion for your demanding workdays. Designed with meticulous attention to detail, these jeans offer a perfect fusion of comfort, durability, and classic aesthetics.,As today’s workforce demands more from their protective wear than ever before, REBEL always meets these demands with the latest in innovative safety technology, extreme comfort and distinctive style. REBEL Safety Gear has a passion for giving workers exactly what they need to get their job done.  Introducing the REBEL Men&#39;s Workwear Denim Jeans – where style meets functionality to create the ultimate companion for your demanding workdays. Designed with meticulous attention to detail, these jeans offer a perfect fusion of comfort, durability, and classic aesthetics.,https://www.rebelsafetygear.com/product/rebel-mens-workwear-jeans-mid-blue/#primaryimage,https://www.rebelsafetygear.com/product/rebel-mens-workwear-jeans-mid-blue/#primaryimage,False,,,https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_LightBlue_Front-1-300x300.jpg 300w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_LightBlue_Front-1-1024x1024.jpg 1024w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_LightBlue_Front-1-150x150.jpg 150w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_LightBlue_Front-1-768x768.jpg 768w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_LightBlue_Front-1-1536x1536.jpg 1536w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_LightBlue_Front-1-600x600.jpg 600w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_LightBlue_Front-1-100x100.jpg 100w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Mens_LightBlue_Front-1.jpg 2000w,,,
https://www.rebelsafetygear.com/product/rebel-ladies-workwear-jeans-dark-blue/,variable,REBEL Ladies Workwear Jeans Dark Blue,0,0,,,Workwear Jeans,As today’s workforce demands more from their protective wear than ever before, REBEL always meets these demands with the latest in innovative safety technology, extreme comfort and distinctive style. REBEL Safety Gear has a passion for giving workers exactly what they need to get their job done.
Introducing the REBEL Ladies Workwear Denim Jeans – where style meets functionality to create the ultimate companion for your demanding workdays. Designed with meticulous attention to detail, these jeans offer a perfect fusion of comfort, durability, and classic aesthetics.,As today’s workforce demands more from their protective wear than ever before, REBEL always meets these demands with the latest in innovative safety technology, extreme comfort and distinctive style. REBEL Safety Gear has a passion for giving workers exactly what they need to get their job done.  Introducing the REBEL Ladies Workwear Denim Jeans – where style meets functionality to create the ultimate companion for your demanding workdays. Designed with meticulous attention to detail, these jeans offer a perfect fusion of comfort, durability, and classic aesthetics.,https://www.rebelsafetygear.com/product/rebel-ladies-workwear-jeans-dark-blue/#primaryimage,https://www.rebelsafetygear.com/product/rebel-ladies-workwear-jeans-dark-blue/#primaryimage,False,,,https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_DarkBlue_Front-300x300.jpg 300w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_DarkBlue_Front-1024x1024.jpg 1024w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_DarkBlue_Front-150x150.jpg 150w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_DarkBlue_Front-768x768.jpg 768w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_DarkBlue_Front-1536x1536.jpg 1536w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_DarkBlue_Front-600x600.jpg 600w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_DarkBlue_Front-100x100.jpg 100w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_DarkBlue_Front.jpg 2000w,,,
https://www.rebelsafetygear.com/product/rebel-ladies-workwear-jeans-mid-blue/,variable,REBEL Ladies Workwear Jeans Mid Blue,0,0,,,Workwear Jeans,As today’s workforce demands more from their protective wear than ever before, REBEL always meets these demands with the latest in innovative safety technology, extreme comfort and distinctive style. REBEL Safety Gear has a passion for giving workers exactly what they need to get their job done.
Introducing the REBEL Ladies Workwear Denim Jeans – where style meets functionality to create the ultimate companion for your demanding workdays. Designed with meticulous attention to detail, these jeans offer a perfect fusion of comfort, durability, and classic aesthetics.,As today’s workforce demands more from their protective wear than ever before, REBEL always meets these demands with the latest in innovative safety technology, extreme comfort and distinctive style. REBEL Safety Gear has a passion for giving workers exactly what they need to get their job done.  Introducing the REBEL Ladies Workwear Denim Jeans – where style meets functionality to create the ultimate companion for your demanding workdays. Designed with meticulous attention to detail, these jeans offer a perfect fusion of comfort, durability, and classic aesthetics.,https://www.rebelsafetygear.com/product/rebel-ladies-workwear-jeans-mid-blue/#primaryimage,https://www.rebelsafetygear.com/product/rebel-ladies-workwear-jeans-mid-blue/#primaryimage,False,,,https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_LightBlue_Front-300x300.jpg 300w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_LightBlue_Front-1024x1024.jpg 1024w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_LightBlue_Front-150x150.jpg 150w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_LightBlue_Front-768x768.jpg 768w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_LightBlue_Front-1536x1536.jpg 1536w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_LightBlue_Front-600x600.jpg 600w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_LightBlue_Front-100x100.jpg 100w; https://www.rebelsafetygear.com/wp-content/uploads/2023/08/RSG_Workwear_Jeans_Womens_LightBlue_Front.jpg 2000w,,,
https://www.rebelsafetygear.com/product/basic-fall-arrest-2-point-harness/,simple,Basic Fall Arrest 2 Point Harness,0,0,,,Lanyard,The Basic Fall Arrest 2 Point Harness, designed to keep you safe while working at heights. This certified harness features adjustable leg straps and a comfortable padded foam back support. It comes with a sternal D-ring for chest connection and a back-mounted D-ring for additional attachment options. The 45mm wide polyester webbing is durable and includes multi-color indicators for proper positioning. Please note the maximum weight limit of 100kg and the recommended use for basic fall arrest only. This harness should be replaced after 5 years from the manufacturing date.,The Basic Fall Arrest 2 Point Harness, designed to keep you safe while working at heights. This certified harness features adjustable leg straps and a comfortable padded foam back support. It comes with a sternal D-ring for chest connection and a back-mounted D-ring for additional attachment options. The 45mm wide polyester webbing is durable and includes multi-color indicators for proper positioning. Please note the maximum weight limit of 100kg and the recommended use for basic fall arrest only. This harness should be replaced after 5 years from the manufacturing date.,https://www.rebelsafetygear.com/product/basic-fall-arrest-2-point-harness/#primaryimage,https://www.rebelsafetygear.com/product/basic-fall-arrest-2-point-harness/#primaryimage,False,,,https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Rebel_Harness_2_Point_Front-300x300.jpg 300w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Rebel_Harness_2_Point_Front-1024x1024.jpg 1024w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Rebel_Harness_2_Point_Front-150x150.jpg 150w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Rebel_Harness_2_Point_Front-768x768.jpg 768w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Rebel_Harness_2_Point_Front-1536x1536.jpg 1536w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Rebel_Harness_2_Point_Front-600x600.jpg 600w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Rebel_Harness_2_Point_Front-100x100.jpg 100w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Rebel_Harness_2_Point_Front.jpg 2000w,,,
https://www.rebelsafetygear.com/product/tru-touch-blue-sandy-nitrile-gloves/,variable,Tru Touch Blue Sandy Nitrile Gloves,0,0,,,Safety Gear,The Tru Touch Blue Sandy Nitrile Glove is a general and small component handling glove fit for the food industry. The rough nitrile coating ensures grip in both wet and dry conditions and is fit for use in greasy and oily work environments.,The Tru Touch Blue Sandy Nitrile Glove is a general and small component handling glove fit for the food industry. The rough nitrile coating ensures grip in both wet and dry conditions and is fit for use in greasy and oily work environments.,https://www.rebelsafetygear.com/product/tru-touch-blue-sandy-nitrile-gloves/#primaryimage,https://www.rebelsafetygear.com/product/tru-touch-blue-sandy-nitrile-gloves/#primaryimage,False,,,https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Blue_Nitrile_Coated_Gloves_Back-300x300.jpg 300w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Blue_Nitrile_Coated_Gloves_Back-1024x1024.jpg 1024w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Blue_Nitrile_Coated_Gloves_Back-150x150.jpg 150w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Blue_Nitrile_Coated_Gloves_Back-768x768.jpg 768w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Blue_Nitrile_Coated_Gloves_Back-1536x1536.jpg 1536w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Blue_Nitrile_Coated_Gloves_Back-600x600.jpg 600w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Blue_Nitrile_Coated_Gloves_Back-100x100.jpg 100w; https://www.rebelsafetygear.com/wp-content/uploads/2023/07/RSG_Blue_Nitrile_Coated_Gloves_Back.jpg 2000w,,,
